"The Fabulous Mae West And Other Wonderful Girls",30.2676,"Austin TX",-97.74298,"Damita Jo",182.33424,-15.498,110.058,"Face To Face",,"10",0.0,"The Fabulous Mae West And Other Wonderful Girls",
"Harder Faster",44.64616,"Halifax Nova Scotia Canada",-63.57392,"April Wine",179.04281,-13.666,166.036,"Say Hello",1979,"2",1.0,"Harder Faster",
"Mes Années Disco",,,,"Alain Turban",219.19302,-8.085,134.837,"Santa Monica (Version Originale 1980)",,"1",1.0,"Mes Années Disco",
"Amerijuanican",43.07295,"Madison Wisconsin",-89.38669,"Bongzilla",419.68281,-6.407,91.498,"Cutdown",2005,"11",1.0,"Amerijuanican","american | sludge metal | metal | doom metal | stoner metal"
"Immigrant's Daughter",,,,"Margaret Becker",192.62649,-17.471,96.848,"Stay Close To Me",,"0",1.0,"Immigrant's Daughter",
"The Dolly Parton Classics",,"Locust Ridge TN",,"Dolly Parton",152.45016,-12.144,95.981,"I'm Not Worth the Tears",1967,"8",1.0,"The Dolly Parton Classics","country | folk | american | pop | bluegrass"
"La Habana Tiene...",,,,"Estrellas Cubanas",324.91057,-4.442,174.554,"Fin De Semana",,"2",1.0,"La Habana Tiene...",
"Halcyon - The Platinum Collection",51.27562,"Sevenoaks United Kingdom",0.17898,"Orbital",192.20853,-6.924,120.938,"Chime (edit)",1990,"5",0.0,"Halcyon - The Platinum Collection","british | english | sevenoaks | house | techno | electronica | electronic | ambient techno | uk | dance and electronica"
"Sol",34.05349,"Los Angeles California USA",-118.24532,"SOL",251.79383,-6.364,62.076,"Puedes ser feliz",,"0",1.0,"Sol",
"Southern Slang (Chopped & Screwed)",,,,"D.O.W.N.",312.39791,-8.987,117.263,"Hustlin'",,"1",1.0,"Southern Slang (Chopped & Screwed)","metal | rock and indie"
"South Texas Swing",29.57535,"Moulton TX",-97.14306,"Adolph Hofner",135.07873,-18.169,118.472,"How I Miss You Tonight",,"7",1.0,"South Texas Swing",
"Music To Crash Your Car To",,"Los Angeles California",,"Mötley Crüe",248.55465,-5.938,115.254,"Wild Side",1987,"7",1.0,"Music To Crash Your Car To","rock and indie"
"Unforgiven",52.88356,"England",-1.97406,"Cockney Rejects",182.25587,-3.132,84.59,"Big Time Charlie",2007,"2",1.0,"Unforgiven","uk | punk | oi | london | england | classic pop and rock"
"Soul On Jazz",,"Denver CO",,"Philip Bailey",227.47383,-7.884,109.963,"Sometime Ago",,"8",1.0,"Soul On Jazz",
"Living Room",,"Wisner LA",,"Wayne Watson",228.49261,-7.831,125.908,"Somebody Sing",,"1",1.0,"Living Room",
"Live",34.05349,"Los Angeles CA",-118.24532,"Lee Michaels",249.80853,-15.069,123.474,"My Lady",,"5",1.0,"Live","los angeles | american"
"Harpin´ The Blues",32.29869,"Jackson MS",-90.18049,"Charlie McCoy",282.53995,-13.027,90.81,"Night Life",1991,"7",1.0,"Harpin´ The Blues",
"Aurora_ Vol.2 - EP",,,,"Alex Gopher",396.87791,-7.83,127.902,"Aurora (Rory's Cassette Jam Remix)",,"9",1.0,"Aurora_ Vol.2 - EP",
"Decade of Suicide/10 years after beginning",40.71455,"New York NY",-74.00712,"Suicide",321.30567,-5.75,144.94,"Shadows of the thought",,"0",0.0,"Decade of Suicide/10 years after beginning",
"Stern",40.99471,"Pennsylvania",-77.60454,"Stern",241.13587,-8.452,139.949,"Tüflische Plan",,"2",0.0,"Stern",
"The Return Of O-Tumma",,,,"Tum Tum",209.18812,-17.014,66.565,"So Fresh",,"2",1.0,"The Return Of O-Tumma",
"Devil Hopping",53.4796,"Manchester England",-2.24881,"Inspiral Carpets",232.12363,-11.319,187.66,"Party In The Sky",1994,"7",1.0,"Devil Hopping","madchester | english | indie | uk | rock | rock and indie | british"
"New Hope For The Wretched",40.71455,"New York NY",-74.00712,"Plasmatics",344.24118,-11.685,125.363,"Dream Lover",1980,"0",1.0,"New Hope For The Wretched","punk | usa"
"The Beatles",36.15398,"Tulsa OK",-95.99277,"Dwight Twilley",224.54812,-8.812,90.875,"Tomorrow Never Knows",,"7",1.0,"The Beatles",
"Bahião Com H",,,,"Moraes Moreira",280.65914,-7.437,132.558,"Banho De Amor",1991,"0",1.0,"Bahião Com H",
"This Is What The Universe Sounds Like",39.16178,"GLEN BURNIE",-76.62184,"Darko",378.67057,-14.175,124.255,"Danote",,"7",1.0,"This Is What The Universe Sounds Like",
"The Spinning of the World",48.42831,"Georgia",-123.36451,"Jeff Talmadge",228.62322,-12.174,160.105,"The Hard Part's Letting Go",,"2",1.0,"The Spinning of the World",
"Rubikon",,"Havířov Česká republika",,"Krystof",285.67465,-10.084,130.042,"Ostravaczech",2006,"0",1.0,"Rubikon","czech"
"The Rock Block",,"Fort Wayne Indiana",,"Petra",262.21669,-6.949,101.004,"Angel Of Light (Never Say Die Album Version)",,"1",0.0,"The Rock Block",
"Bajo La Corteza (26 Canciones De Leño)",,,,"Mägo de Oz",295.31383,-4.638,121.955,"Qué Desilusión",2010,"7",1.0,"Bajo La Corteza (26 Canciones De Leño)",
"Habla El Corazon",,,,"Yuridia",264.54159,-7.918,109.996,"Regresa A Mi (Unbreak My Heart)",,"0",1.0,"Habla El Corazon",
"Nightfall Showcase",,,,"Johnny Osbourne",200.41098,-7.454,135.537,"Come ALong",,"6",0.0,"Nightfall Showcase",
"Hear Our Prayers O Lord",32.58507,"Mississippi",-89.87374,"The Jackson Southernaires",356.10077,-10.65,92.555,"Lord We Give You All The Praise",,"7",0.0,"Hear Our Prayers O Lord",
"The Greatest Stars Of Folk Music",43.87165,"Vermont",-72.45165,"Kingston Trio",199.94077,-17.9,117.214,"Tom Dooley",,"4",1.0,"The Greatest Stars Of Folk Music",
"Red Gone Wild",,"Newark NJ",,"Redman / Hurricane G / Melanie Rutherford",113.65832,-10.152,109.265,"Soopman Luva 6 1/2",,"2",1.0,"Red Gone Wild","soul and reggae | new york | us | american | hip-hop | rap"
"Holding A Wolf By The Ears",,"Long Island NY",,"From Autumn To Ashes",175.80363,-5.911,93.061,"Sensory Deprivation Adventure",2007,"2",0.0,"Holding A Wolf By The Ears",
"Messiaen Oeuvres Orgue",,,,"Olivier Messiaen",647.60118,-24.98,101.636,"Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008)",,"5",1.0,"Messiaen Oeuvres Orgue","classical | french | european"
"Gaitas Platinum",,,,"Barrio Obrero",231.47057,-7.797,182.962,"Un Ojo Dimos",,"5",1.0,"Gaitas Platinum",
"30 Days In The Hole (Live & Dangerous)",51.77045,"Essex England",0.64255,"Humble Pie",469.44608,-7.033,132.598,"30 Days In The Hole (Live)",,"2",1.0,"30 Days In The Hole (Live & Dangerous)","classic pop and rock | classic rock"
"LOAF Presents: Domestic POP",,,,"Supertalented",96.65261,-8.518,115.954,"Fax Me",,"0",1.0,"LOAF Presents: Domestic POP",
"Footprints In The Sand",40.69214,"Peoria IL",-89.58776,"Cristy Lane",196.80608,-12.118,86.142,"Making Up For Lost Time (Footprints In The Sand Album Version)",,"7",1.0,"Footprints In The Sand",
"The First Two Albums",,,,"Casiotone For The Painfully Alone",51.01669,-20.499,78.16,"Dying Batteries",2001,"0",1.0,"The First Two Albums","dance and electronica"
"Feelin' Kinda Patton",36.83264,"Portsmouth VA",-76.29771,"Patton Oswalt",121.96526,-13.322,75.669,"A Brief History of Shitty Comedy",2004,"8",0.0,"Feelin' Kinda Patton",
"We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School",,"Savannah TN",,"Darryl Worley",261.642,-10.294,96.716,"Katie's Song",,"7",1.0,"We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School",
"Gaia II",,,,"Mago de Oz",380.682,-7.736,110.255,"Desde mi cielo",2005,"2",1.0,"Gaia II",
"Die besten Tage sind gezählt",,"DE",,"Kool Savas",79.93424,-5.031,81.224,"Warum rappst du?",2000,"6",0.0,"Die besten Tage sind gezählt",
"Chicago R&B [Parrot R&B]",,"California",,"Orchids",175.98649,-11.91,101.485,"You Said You Loved Me",,"10",1.0,"Chicago R&B [Parrot R&B]",
"The Reckoning",,,,"Margaret Becker",261.04118,-9.803,149.916,"Start The Fire",1989,"9",1.0,"The Reckoning",
"Cuban Ballerina",,"San Francisco CA",,"Dead To Me",145.55383,-5.603,201.123,"Don't Lie",2006,"4",1.0,"Cuban Ballerina",
"Heroes And Villains",,"Los Angeles CA",,"Paloalto",289.59302,-5.247,152.0,"Seed",,"4",0.0,"Heroes And Villains",
"Modelo Para Armar",,,,"Juan Carlos Baglietto",220.99546,-13.743,100.855,"Salzanitos",,"2",1.0,"Modelo Para Armar",
"The Trials Of Job",,"United States",,"Mykill Miers",263.3922,-3.889,172.485,"Get Money",,"11",1.0,"The Trials Of Job",
"Bully",,,,"Sugarbomb",219.74159,-4.866,139.778,"Gone",2001,"2",1.0,"Bully","texas | dallas"
"Texas Hold'em",,,,"Joe McBride",314.06975,-10.203,91.979,"One Eyed Jack",2005,"0",1.0,"Texas Hold'em",
"En las cosas del amor...",,"CANADA - Ontario",,"Abracadabra",144.90077,-10.715,164.192,"Te estoy saboreando",,"11",0.0,"En las cosas del amor...",
"Visão Futurística Do Passado",,,,"Quinteto Violado",202.47465,-6.852,161.518,"Olha Pro Ceu",,"2",1.0,"Visão Futurística Do Passado",
"Carrier Track",,,,"Stress Assassin",229.53751,-11.957,163.725,"EU A4",2003,"0",1.0,"Carrier Track",
"Strictly The Best Vol. 15",,"Kingston Jamaica",,"Bounty Killer",227.5522,-7.113,114.272,"Ask Fi War",,"1",1.0,"Strictly The Best Vol. 15","hip hop rnb and dance hall"
"Ain't It Beautiful",40.71455,"NY - New York City",-74.00712,"ZO2",276.4273,-4.098,150.715,"Isolate",2007,"7",1.0,"Ain't It Beautiful",
"Ed Byrne - Pedantic and Whimsical",,,,"Ed Byrne",330.63138,-8.366,77.99,"Who's Your Daddy?",,"7",1.0,"Ed Byrne - Pedantic and Whimsical",
"In My Place",,,,"Coldplay",274.41587,-7.446,134.027,"One I Love",2002,"2",1.0,"In My Place","british | uk | alternative rock | piano pop | parlophone | english | piano rock | britannique | rock and indie | united kingdom | pop rock | rock"
"Methods Of Mayhem",,,,"Methods Of Mayhem / Scott Kirkland",199.31383,-3.246,116.04,"Narcotic",1999,"1",1.0,"Methods Of Mayhem",
"These Foolish Things",54.89814,"Washington England",-1.53179,"Bryan Ferry",253.12608,-8.662,116.36,"Don't Worry Baby (1999 Digital Remaster)",1973,"4",1.0,"These Foolish Things","british | english | classic pop and rock | male vocalists | 70s | rock | 00s | 90s | uk | 80s"
"Close Calls With Brick Walls / Mother of Mankind",,"New York NY",,"Andrew W.K.",165.51138,-3.378,120.153,"Don't Call Me Andy",2006,"2",1.0,"Close Calls With Brick Walls / Mother of Mankind",
"America's bugle calls",,,,"The Sun Harbor's Chorus-Documentary Recordings",59.32363,-25.678,36.151,"Taps",,"10",1.0,"America's bugle calls",
"The History Of House Parties_ vol. 3",,,,"Onyx",317.46567,-12.908,85.541,"The Force",,"11",1.0,"The History Of House Parties_ vol. 3","hip hop rnb and dance hall | hip hop"
"Dry & Heavy",,"NY - Long Island",,"Burning Spear",185.5473,-19.633,122.376,"It's A Long Way Around",1977,"0",1.0,"Dry & Heavy","reggae | classic pop and rock"
"Viva Las Violence",,,,"Wednesday 13's Frankenstein Drag Queens From Planet 13",239.20281,-3.587,149.551,"Bark At The Moon (Album Version)",,"0",1.0,"Viva Las Violence",
"Last Night In Town",42.88544,"Buffalo New York",-78.87846,"Every Time I Die",171.59791,-4.029,93.458,"California_ Gracefully",2001,"9",1.0,"Last Night In Town",
"Degenerate Fuck Crew",4.65637,"Bogotá D. C. Colombia",-74.11779,"The Aftermath",118.30812,-10.386,166.648,"Might As Well Laugh",,"8",0.0,"Degenerate Fuck Crew",
"Maiden's Prayer",34.05349,"California - LA",-118.24532,"Lisa Lynne",261.95546,-9.559,106.009,"Still I Will",2001,"9",0.0,"Maiden's Prayer",
"Zoukolexion_ vol. 1",,,,"Patrick Saint-Eloi",314.122,-5.777,130.092,"Ola ou yé",,"10",0.0,"Zoukolexion_ vol. 1",
"Original Album Classics",,,,"RUN-DMC",267.59791,-13.306,73.507,"Faces",1990,"10",0.0,"Original Album Classics","hip-hop | rock and indie | hip hop | rap"
"Losing All Hope Is Freedom",30.33138,"Jacksonville FL",-81.6558,"Evergreen Terrace",159.4771,-4.732,112.421,"Look Up At The Stars And You're Gone",2001,"7",1.0,"Losing All Hope Is Freedom",
"Under My Skin",,"Napanee Ontario Canada",,"Avril Lavigne",224.93995,-4.772,118.055,"How Does It Feel",2004,"0",1.0,"Under My Skin","rock | pop and chart | canada | post-grunge | pop rock | alternative rock | punk"
"Across The Crystal Sea",8.4177,"Panama",-80.11278,"Danilo Perez / Claus Ogerman",459.31057,-14.117,100.394,"The Saga Of Rita Joe",2008,"4",1.0,"Across The Crystal Sea",
"Tribute",34.18806,"Newbury Park CA",-118.94151,"Hot Wire",194.66404,-5.485,110.198,"Like A Prayer (Tribute To Madonna)",,"6",0.0,"Tribute",
"We Can Leave The World",,"Mexico City Mexico",,"Sasha",181.65506,-9.249,116.024,"Do It To Me",,"7",1.0,"We Can Leave The World",
"Always You",,"Akron OH",,"James Ingram",376.68526,-11.937,76.385,"A Baby's Born",1993,"2",0.0,"Always You",
"Solomon Vol. 2",,"New York",,"Solomon",284.23791,-18.321,95.619,"25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue",,"5",1.0,"Solomon Vol. 2",
"...Somewhere More Familiar",,"Gainesville FL",,"Sister Hazel",332.93016,-8.416,119.461,"Cerilene",1997,"10",1.0,"...Somewhere More Familiar",
"Homenaje",21.51102,"Cuba",-77.80679,"Orquesta Aragon",308.76689,-13.143,91.548,"Eso No Tiene Remedio",,"9",0.0,"Homenaje",
"Step In The Arena",,"Boston Massachusettes",,"Gang Starr",84.63628,-18.7,166.092,"Say Your Prayers",1991,"0",1.0,"Step In The Arena","hip hop rnb and dance hall | hip hop"
"Meia-Noite",,,,"Edu Lobo",309.52444,-18.581,84.853,"Canto Triste",1967,"2",0.0,"Meia-Noite","brazilian"
"Dragonball Evolution",,,,"Brian Tyler",52.87138,-19.963,104.988,"I Dream Of Chi Chi",2009,"0",1.0,"Dragonball Evolution","easy listening soundtracks and musicals | composer"
"New Romantics",36.17191,"LAS VEGAS Nevada",-115.13997,"Brian Eno And David Byrne",296.33261,-8.209,118.203,"The Jezebel Spirit",1981,"1",1.0,"New Romantics","classic pop and rock"
"We Were Enchanted",,"Colorado Springs CO",,"Roommate",367.01995,-7.494,85.005,"Isn't Radio",,"9",0.0,"We Were Enchanted",
"Violin Concerto_ Op.77 Etc.",,"Salzburg Austria",,"Herbert Von Karajan",1143.03955,-20.536,171.78,"Variations Sur Un Theme De Haydn Op51",,"10",1.0,"Violin Concerto_ Op.77 Etc.","karajan | german"
"Sleep In Safety",,,,"45 Grave",118.38649,-10.285,173.581,"Surf Bat (Album Version)",1983,"9",1.0,"Sleep In Safety","los angeles | punk | california | usa"
"Dances_ Prayers_ & Meditations For Peace",25.72898,"Miami FL",-80.23742,"Nestor Torres",294.53016,-13.006,137.908,"Rhumboso",,"5",1.0,"Dances_ Prayers_ & Meditations For Peace",
"Philip Glass: Undertow",39.29055,"Baltimore MD",-76.6096,"Philip Glass",289.4624,-22.104,104.667,"The Kiss: Chris & The Model Airplane",,"8",1.0,"Philip Glass: Undertow","soundtrack | classical | american | opera | easy listening soundtracks and musicals"
"The Dee Jays / Baby Talk - Best of",,,,"The Dee Jays",174.21016,-10.412,114.375,"Dum Dum (Marble Breaks And Iron Bends)",,"4",1.0,"The Dee Jays / Baby Talk - Best of",
"New Moon Shine",,"London England",,"James Taylor",280.81587,-12.346,108.047,"One More Go Round",,"4",0.0,"New Moon Shine","production music"
"Photographs",,"Chicago IL",,"Mest",255.50322,-8.247,176.16,"Tonight Will Last Forever (Album Version)",2005,"7",1.0,"Photographs",
"Discografia Completa Vol.5",,,,"Los Iracundos",188.05506,-9.368,93.283,"Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me)",,"5",1.0,"Discografia Completa Vol.5",
"Songs of the US Armed Forces",,,,"The Sun Harbor's Chorus-Documentary Recordings",137.84771,-13.915,122.842,"US Air Force",,"10",1.0,"Songs of the US Armed Forces",
"Long 'Bout Midnight",,"New Orleans LA",,"Roy Brown",163.83955,-10.187,154.631,"Love Don't Love Nobody",,"3",1.0,"Long 'Bout Midnight",
"We Are One",,,,"David Saylor",273.34485,-7.597,112.998,"This Time",,"11",1.0,"We Are One",
"Golden Gospel Favorites",38.2589,"Missouri",-92.43659,"Cumberland Quartet",192.88771,-13.533,150.75,"One Day At A Time",,"3",1.0,"Golden Gospel Favorites",
"All In The Mind",40.71455,"New York NY",-74.00712,"The Bucketheads",383.16363,-16.486,121.896,"Little Louie Bonus",1995,"1",1.0,"All In The Mind","pop and chart"
