"Support","Confidence","Lift","Consequent","implies","Split Value 1","Split Value 2","Split Value 3","Split Value 4","Split Value 5"
0.08748674443266172,0.9649122807017544,6.296970800704182,"uk","<---","pop","british",,,
0.08748674443266172,0.8918918918918919,5.760644205849686,"british","<---","pop","uk",,,
0.08748674443266172,0.6226415094339622,1.742287665864173,"pop","<---","uk","british",,,
0.08748674443266172,0.7819905213270143,1.6441851986875686,"rock","<---","uk","english","british",,
0.0816542948038176,0.6936936936936937,1.941107279386211,"pop","<---","rock","uk",,,
0.0816542948038176,0.8324324324324324,1.7502425502425503,"rock","<---","pop","uk",,,
0.07900318133616119,0.6711711711711712,2.964470325126063,"classic","<---","rock","uk",,,
0.07900318133616119,1.0,2.1025641025641026,"rock","<---","classic","uk",,,
0.07688229056203605,0.9415584415584416,4.158733538124639,"classic","<---","pop","rock","uk",,
0.07688229056203605,0.9731543624161073,2.723099595722223,"pop","<---","rock","classic","uk",,
0.07688229056203605,1.0,2.1025641025641026,"rock","<---","pop","classic","uk",,
0.07423117709437964,0.6763285024154589,2.987249544626594,"classic","<---","rock","british",,,
0.07423117709437964,1.0,2.1025641025641026,"rock","<---","classic","british",,,
0.07423117709437964,0.6763285024154589,1.8925156610616551,"pop","<---","rock","british",,,
0.07423117709437964,0.8187134502923977,1.7213975108711952,"rock","<---","pop","british",,,
0.07211028632025451,0.9714285714285715,4.290665774506524,"classic","<---","pop","rock","british",,
0.07211028632025451,0.9714285714285715,2.7182704535820266,"pop","<---","rock","classic","british",,
0.07211028632025451,1.0,2.1025641025641026,"rock","<---","pop","classic","british",,
0.07158006362672323,0.9642857142857144,6.292881858625804,"uk","<---","rock","classic","british",,
0.07158006362672323,0.9060402684563759,5.8520272133860445,"british","<---","rock","classic","uk",,
0.07158006362672323,0.675,2.9813817330210775,"classic","<---","rock","uk","british",,
0.07158006362672323,1.0,2.1025641025641026,"rock","<---","classic","uk","british",,
0.07104984093319194,0.9571428571428572,6.246267918932278,"uk","<---","pop","rock","british",,
0.07104984093319194,0.8701298701298702,5.620085394057997,"british","<---","pop","rock","uk",,
0.07104984093319194,0.67,1.874807121661721,"pop","<---","rock","uk","british",,
0.07104984093319194,0.8121212121212121,1.7075369075369076,"rock","<---","pop","uk","british",,
0.06945917285259809,0.963235294117647,6.286026867494401,"uk","<---","pop","rock","classic","british",
0.06945917285259809,0.903448275862069,5.835285781766651,"british","<---","pop","rock","classic","uk",
0.06945917285259809,0.9776119402985074,4.317976860428536,"classic","<---","pop","rock","uk","british",
0.06945917285259809,0.9703703703703703,2.7153093746565555,"pop","<---","rock","classic","uk","british",
0.06945917285259809,1.0,2.1025641025641026,"rock","<---","pop","classic","uk","british",
0.06945917285259809,0.6093023255813953,1.704961700365744,"pop","<---","english",,,,
0.06733828207847296,0.7696969696969698,6.75185341789993,"english","<---","pop","uk","british",,
0.06733828207847296,1.0,6.525951557093425,"uk","<---","pop","english","british",,
0.06733828207847296,1.0,6.458904109589041,"british","<---","pop","uk","english",,
0.06733828207847296,0.6018957345971565,1.6842364324187493,"pop","<---","uk","english","british",,
0.06680805938494168,1.0,14.968253968253968,"hall","<---","rnb","hop","dance","hip",
0.06680805938494168,1.0,11.094117647058825,"rnb","<---","hop","hall","dance","hip",
0.06680805938494168,1.0,10.839080459770114,"hip","<---","rnb","hop","hall","dance",
0.06680805938494168,1.0,10.839080459770114,"hop","<---","rnb","hall","dance","hip",
0.06680805938494168,1.0,9.671794871794873,"dance","<---","rnb","hop","hall","hip",
0.0662778366914104,0.6578947368421053,2.6741152450090744,"american","<---","usa",,,,
0.06521739130434782,0.6473684210526316,6.820876212878566,"punk","<---","usa",,,,
0.06521739130434782,0.6871508379888268,6.820876212878565,"usa","<---","punk",,,,
0.06521739130434782,0.7028571428571428,1.4778021978021978,"rock","<---","pop","american",,,
0.06468716861081654,0.7218934911242603,3.188503803888419,"classic","<---","rock","english",,,
0.06468716861081654,1.0,2.1025641025641026,"rock","<---","classic","english",,,
0.06256627783669141,0.8740740740740741,7.667459086993971,"english","<---","rock","classic","uk","british",
0.06256627783669141,1.0,6.525951557093425,"uk","<---","rock","classic","english","british",
0.06256627783669141,1.0,6.458904109589041,"british","<---","rock","classic","uk","english",
0.06256627783669141,1.0,4.416861826697892,"classic","<---","pop","rock","english",,
0.06256627783669141,0.7151515151515152,3.158725427577887,"classic","<---","rock","uk","english","british",
0.06256627783669141,0.9672131147540984,2.7064746801576107,"pop","<---","rock","classic","english",,
0.06256627783669141,1.0,2.1025641025641026,"rock","<---","hard",,,,
0.06256627783669141,1.0,2.1025641025641026,"rock","<---","pop","classic","english",,
0.06256627783669141,1.0,2.1025641025641026,"rock","<---","classic","uk","english","british",
0.06203605514316013,0.6157894736842106,1.2947368421052632,"rock","<---","usa",,,,
0.060445387062566275,0.8702290076335878,7.633729806497426,"english","<---","pop","rock","classic","uk","british"
0.060445387062566275,1.0,6.525951557093425,"uk","<---","pop","rock","classic","english","british"
0.060445387062566275,1.0,6.458904109589041,"british","<---","pop","rock","classic","uk","english"
0.060445387062566275,1.0,4.416861826697892,"classic","<---","pop","rock","uk","english","british"
0.060445387062566275,0.9661016949152541,2.703364683397877,"pop","<---","rock","classic","uk","english","british"
0.060445387062566275,1.0,2.1025641025641026,"rock","<---","pop","classic","uk","english","british"
0.059915164369035,0.6312849162011174,1.327317003294657,"rock","<---","punk",,,,
0.05461293743372216,0.8803418803418803,3.578286177424108,"american","<---","rock","usa",,,
0.05461293743372216,0.824,1.7325128205128204,"rock","<---","usa","american",,,
0.05249204665959703,0.5823529411764706,2.367063894523327,"american","<---","metal",,,,
